pair_id,ingredient_a_id,ingredient_b_id,context,process_context,shared_compound_score,threshold_weighted_similarity,aroma_complement_score,aroma_contrast_score,taste_balance_score,dominance_risk,masking_risk,culinary_cooccurrence_score,cross_cuisine_support,sensory_study_score,literature_support,overall_pair_score,score_method_version,confidence,evidence_refs,explanation
PAIR-00001,ING-PLANT-ABRICOT-000001,ING-ANIMAL-AGNEAUVIANDE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-02307,ING-PLANT-CITRONVERT-000001,ING-COND-MOUTARDEDEDI-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-02308,ING-PLANT-CITRONVERT-000001,ING-DAIRY-MOZZARELLA-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-02309,ING-PLANT-CITRONVERT-000001,ING-PLANT-MYRTILLE-000001,all,raw_or_cooked,0.000,0.000,0.400,0.600,0.400,0.250,0.200,,,,,0.110,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.40; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-02310,ING-PLANT-CITRONVERT-000001,ING-PLANT-MRE-000001,all,raw_or_cooked,0.000,0.000,0.400,0.600,0.400,0.250,0.200,,,,,0.110,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.40; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-02311,ING-PLANT-CITRONVERT-000001,ING-PLANT-OIGNON-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.730,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02312,ING-PLANT-CITRONVERT-000001,ING-PLANT-PAMPLEMOUSSE-000001,all,raw_or_cooked,0.000,0.000,0.750,0.250,0.400,0.250,0.600,,,,,0.135,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.75; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.60
PAIR-02313,ING-PLANT-CITRONVERT-000001,ING-PLANT-PAPAYE-000001,all,raw_or_cooked,0.000,0.000,0.200,0.800,0.400,0.250,0.200,,,,,0.050,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.20; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-02314,ING-PLANT-CITRONVERT-000001,ING-DAIRY-PARMIGIANORE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-02315,ING-PLANT-CITRONVERT-000001,ING-PLANT-PERSIL-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02316,ING-PLANT-CITRONVERT-000001,ING-PLANT-PIMENTDESPEL-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-02317,ING-PLANT-CITRONVERT-000001,ING-PLANT-PIMENTFORT-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-02318,ING-PLANT-CITRONVERT-000001,ING-PLANT-POIREAU-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02319,ING-PLANT-CITRONVERT-000001,ING-PLANT-POIVRENOIR-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-02320,ING-PLANT-CITRONVERT-000001,ING-PLANT-POIVRONROUGE-000001,all,raw_or_cooked,0.000,0.000,0.200,0.800,0.400,0.250,0.000,,,,,0.090,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.20; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02321,ING-PLANT-CITRONVERT-000001,ING-PLANT-POMME-000001,all,raw_or_cooked,0.000,0.000,0.250,0.750,0.400,0.250,0.200,,,,,0.065,1.0.0,0.760,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.25; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-02322,ING-PLANT-CITRONVERT-000001,ING-PLANT-POMME-000002,all,raw_or_cooked,0.000,0.000,0.200,0.800,0.400,0.250,0.200,,,,,0.050,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.20; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-02323,ING-PLANT-CITRONVERT-000001,ING-ANIMAL-PORCVIANDE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-02324,ING-PLANT-CITRONVERT-000001,ING-ANIMAL-POULETVIANDE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02325,ING-PLANT-CITRONVERT-000001,ING-PLANT-PCHE-000001,all,raw_or_cooked,0.000,0.000,0.200,0.800,0.400,0.250,0.200,,,,,0.050,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.20; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-02326,ING-PLANT-CITRONVERT-000001,ING-PLANT-RAISIN-000001,all,raw_or_cooked,0.000,0.000,0.250,0.750,0.400,0.250,0.200,,,,,0.065,1.0.0,0.730,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.25; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-02327,ING-PLANT-CITRONVERT-000001,ING-BEV-RHUMAMBR-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.375,0.000,,,,,0.005,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.38; masquage=0.00
PAIR-02328,ING-PLANT-CITRONVERT-000001,ING-PLANT-ROMARIN-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.730,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-02329,ING-PLANT-CITRONVERT-000001,ING-DAIRY-ROQUEFORT-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02330,ING-PLANT-CITRONVERT-000001,ING-COND-SAUCESOJA-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-02331,ING-PLANT-CITRONVERT-000001,ING-MARINE-SAUMON-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02332,ING-PLANT-CITRONVERT-000001,ING-TECH-SIROPDRABLE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02333,ING-PLANT-CITRONVERT-000001,ING-TECH-SUCREBLANC-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.375,0.000,,,,,0.005,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.38; masquage=0.00
PAIR-02334,ING-PLANT-CITRONVERT-000001,ING-MARINE-THON-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02335,ING-PLANT-CITRONVERT-000001,ING-PLANT-THYM-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-02336,ING-PLANT-CITRONVERT-000001,ING-BEV-THNOIR-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02337,ING-PLANT-CITRONVERT-000001,ING-BEV-THVERT-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02338,ING-PLANT-CITRONVERT-000001,ING-PLANT-TOMATE-000001,all,raw_or_cooked,0.000,0.000,0.400,0.600,0.400,0.250,0.000,,,,,0.150,1.0.0,0.730,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.40; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02339,ING-PLANT-CITRONVERT-000001,ING-PLANT-TOMATESCHE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-02340,ING-PLANT-CITRONVERT-000001,ING-FUNGUS-TRUFFENOIRE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-02341,ING-PLANT-CITRONVERT-000001,ING-PLANT-VANILLEGOUSS-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02342,ING-PLANT-CITRONVERT-000001,ING-BEV-VINBLANCMOEL-000001,all,raw_or_cooked,0.000,0.000,0.167,0.833,0.400,0.250,0.200,,,,,0.040,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.17; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-02343,ING-PLANT-CITRONVERT-000001,ING-BEV-VINBLANCSEC-000001,all,raw_or_cooked,0.000,0.000,0.400,0.600,0.200,0.250,0.000,,,,,0.110,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.40; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-02344,ING-PLANT-CITRONVERT-000001,ING-BEV-VINROUGE-000001,all,raw_or_cooked,0.000,0.000,0.143,0.857,0.200,0.250,0.200,,,,,0.000,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.14; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.20
PAIR-02345,ING-PLANT-CITRONVERT-000001,ING-TECH-VINAIGREBALS-000001,all,raw_or_cooked,0.000,0.000,0.167,0.833,0.400,0.250,0.200,,,,,0.040,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.17; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-02346,ING-PLANT-CITRONVERT-000001,ING-TECH-VINAIGREDEVI-000001,all,raw_or_cooked,0.000,0.000,0.333,0.667,0.200,0.250,0.200,,,,,0.050,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.33; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.20
PAIR-02347,ING-PLANT-CITRONVERT-000001,ING-BEV-WHISKY-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.375,0.000,,,,,0.000,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.38; masquage=0.00
PAIR-02348,ING-PLANT-CITRONVERT-000001,ING-FERMENT-YAOURTNATURE-000001,all,raw_or_cooked,0.000,0.000,0.250,0.750,0.400,0.250,0.200,,,,,0.065,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.25; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-02349,ING-PLANT-CITRONVERT-000001,ING-PLANT-CHALOTE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02350,ING-PLANT-CLOUDEGIROFL-000001,ING-DAIRY-COMT-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02351,ING-PLANT-CLOUDEGIROFL-000001,ING-FERMENT-CONCENTRDETO-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-02352,ING-PLANT-CLOUDEGIROFL-000001,ING-PLANT-CORIANDREFRA-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.000,0.250,0.000,,,,,0.000,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.00; risque dominance=0.25; masquage=0.00
PAIR-02353,ING-PLANT-CLOUDEGIROFL-000001,ING-FERMENT-COULISDETOMA-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02354,ING-PLANT-CLOUDEGIROFL-000001,ING-MARINE-CREVETTE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02355,ING-PLANT-CLOUDEGIROFL-000001,ING-DAIRY-CRMELIQUIDEE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-02356,ING-PLANT-CLOUDEGIROFL-000001,ING-PLANT-CURCUMA-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-02357,ING-PLANT-CLOUDEGIROFL-000001,ING-FUNGUS-CPE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-02358,ING-PLANT-CLOUDEGIROFL-000001,ING-PLANT-ESTRAGON-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.000,0.250,0.000,,,,,0.000,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.00; risque dominance=0.25; masquage=0.00
PAIR-02359,ING-PLANT-CLOUDEGIROFL-000001,ING-PLANT-FRAISE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.760,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02360,ING-PLANT-CLOUDEGIROFL-000001,ING-PLANT-FRAMBOISE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02361,ING-PLANT-CLOUDEGIROFL-000001,ING-PLANT-FRUITDELAPAS-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-02362,ING-PLANT-CLOUDEGIROFL-000001,ING-PLANT-GINGEMBRE-000001,all,raw_or_cooked,0.000,0.000,0.750,0.250,0.000,0.250,0.600,,,,,0.055,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.75; équilibre gustatif=0.00; risque dominance=0.25; masquage=0.60
PAIR-02363,ING-PLANT-CLOUDEGIROFL-000001,ING-TECH-HUILEDOLIVEV-000001,all,raw_or_cooked,0.000,0.000,0.143,0.857,0.200,0.250,0.000,,,,,0.033,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.14; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-02364,ING-PLANT-CLOUDEGIROFL-000001,ING-TECH-HUILEDECOLZA-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.000,0.250,0.000,,,,,0.000,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.00; risque dominance=0.25; masquage=0.00
PAIR-02365,ING-PLANT-CLOUDEGIROFL-000001,ING-TECH-HUILEDETOURN-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.000,0.250,0.000,,,,,0.000,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.00; risque dominance=0.25; masquage=0.00
PAIR-02366,ING-PLANT-CLOUDEGIROFL-000001,ING-PLANT-KIWI-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02367,ING-PLANT-CLOUDEGIROFL-000001,ING-DAIRY-LAITENTIER-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-02368,ING-PLANT-CLOUDEGIROFL-000001,ING-PLANT-MANGUE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-02369,ING-PLANT-CLOUDEGIROFL-000001,ING-PLANT-MENTHE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.000,0.250,0.000,,,,,0.000,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.00; risque dominance=0.25; masquage=0.00
PAIR-02370,ING-PLANT-CLOUDEGIROFL-000001,ING-TECH-MIEL-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-02371,ING-PLANT-CLOUDEGIROFL-000001,ING-COND-MISOBLANC-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02372,ING-PLANT-CLOUDEGIROFL-000001,ING-MARINE-MOULE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-02373,ING-PLANT-CLOUDEGIROFL-000001,ING-COND-MOUTARDEDEDI-000001,all,raw_or_cooked,0.000,0.000,0.400,0.600,0.000,0.250,0.400,,,,,0.000,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.40; équilibre gustatif=0.00; risque dominance=0.25; masquage=0.40
PAIR-02374,ING-PLANT-CLOUDEGIROFL-000001,ING-DAIRY-MOZZARELLA-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02375,ING-PLANT-CLOUDEGIROFL-000001,ING-PLANT-MYRTILLE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02376,ING-PLANT-CLOUDEGIROFL-000001,ING-PLANT-MRE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02377,ING-PLANT-CLOUDEGIROFL-000001,ING-PLANT-OIGNON-000001,all,raw_or_cooked,0.000,0.000,0.200,0.800,0.200,0.250,0.200,,,,,0.010,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.20; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.20
PAIR-02378,ING-PLANT-CLOUDEGIROFL-000001,ING-PLANT-PAMPLEMOUSSE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02379,ING-PLANT-CLOUDEGIROFL-000001,ING-PLANT-PAPAYE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
